Gene	Patient06_BM	Patient06_CNS	Patient07_BM	Patient07_CNS	Patient08_BM	Patient08_CNS
DLEU1-AS1	0	0	1	0	1	0
DLEU7	0	0	0	0	0	0
DLEU7-AS1	0	1	0	0	0	0
RNASEH2B-AS1	17	0	4	3	3	6
RNASEH2B	25	12	27	11	27	11
GUCY1B2	0	3	0	0	0	0
FAM124A	1	0	1	0	1	1
SERPINE3	1	14	5	4	6	2
INTS6	478	276	223	690	192	1018
INTS6-AS1	9	0	1	8	0	21
WDFY2	867	2687	1038	2167	1074	1977
DHRS12	21	42	13	68	12	84
LINC00282	0	0	0	0	0	0
ATP7B	4	0	0	4	0	8
ALG11	76	23	60	31	57	36
UTP14C	420	321	393	347	388	359
NEK5	16	134	29	66	32	49
NEK3	0	0	0	1	0	2
MRPS31P5	11	76	50	12	66	5
THSD1	1	0	0	1	0	2
VPS36	20	9	29	5	31	4
CKAP2	23	8	39	4	43	3
TPTE2P3	1	0	0	0	0	0
HNRNPA1L2	137	220	190	149	202	126
SUGT1	81	52	128	30	139	23
LECT1	0	2	0	1	0	0
OLFM4	0	4	0	0	0	0
DIAPH3	6	0	2	0	2	0
DIAPH3-AS2	0	0	0	0	0	0
LINC00434	1	2	2	1	3	0
TDRD3	125	82	119	87	118	89
PCDH9	2	0	2	0	2	0
PCDH9-AS2	0	0	0	0	0	0
PCDH9-AS3	0	0	0	0	0	0
PCDH9-AS4	5	1	3	2	2	3
DACH1	0	19	3	5	4	3
MZT1	19	6	24	5	25	4
BORA	32	15	10	60	8	106
DIS3	206	113	215	107	217	105
PIBF1	2137	972	1743	1242	1676	1378
KLF5	0	0	0	0	0	0
KLF12	1456	1863	1483	1824	1488	1807
LINC00381	0	0	0	0	0	0
LINC00347	1	1	1	0	1	0
TBC1D4	120	118	94	159	89	180
COMMD6	56	36	72	27	75	24
UCHL3	6	9	11	5	12	3
LMO7-AS1	0	0	0	0	0	0
LMO7	1	0	0	1	0	3
KCTD12	587	678	559	719	553	737
IRG1	1	1	1	0	1	0
CLN5	12	14	21	7	23	6
FBXL3	214	212	225	200	227	195
MYCBP2	3295	3441	4048	2689	4210	2421
MYCBP2-AS1	0	0	0	0	0	0
SCEL	1	1	1	0	1	0
LOC100129307	1	1	1	0	1	0
SLAIN1	42	11	8	82	6	185
EDNRB-AS1	0	1	0	0	0	0
EDNRB	257	156	353	107	375	91
POU4F1	1842	1211	1028	2436	920	3278
RNF219	285	369	433	223	469	180
RBM26	649	350	423	586	389	729
RBM26-AS1	3	0	1	0	1	0
NDFIP2	0	4	0	0	1	0
LINC00382	1	1	1	0	1	0
SPRY2	86	8	6	176	4	626
SLITRK1	1	1	1	0	1	0
SLITRK5	1	1	0	4	0	5
LINC00559	1	1	1	0	1	0
MIR17HG	12	42	22	21	24	15
GPC6	1	2	1	2	1	2
DCT	0	0	0	1	0	2
TGDS	11	26	14	20	15	18
GPR180	15	7	7	19	6	28
SOX21-AS1	1	1	1	0	1	0
ABCC4	52	10	126	3	149	1
CLDN10	0	0	0	0	0	0
DZIP1	0	2	0	0	0	0
DNAJC3-AS1	2	5	4	2	4	2
DNAJC3	1809	1153	2030	1004	2075	947
UGGT2	25	145	50	65	56	46
MBNL2	278	186	493	93	550	69
RAP2A	22	9	18	12	17	14
IPO5	585	223	611	211	617	206
FARP1	35	37	18	79	16	110
STK24	895	210	452	476	397	674
DOCK9	228	2000	152	3256	140	4006
DOCK9-AS2	0	0	0	3	0	5
UBAC2-AS1	0	0	0	0	0	1
UBAC2	172	221	177	213	178	210
MIR548AN	0	0	0	0	0	0
GPR18	64	52	125	23	142	16
GPR183	30	16	27	18	26	19
FKSG29	0	0	0	0	0	0
MIR623	0	0	0	0	0	0
LINC01232	17	0	4	2	3	4
TM9SF2	937	393	821	460	800	493
CLYBL	0	0	0	0	0	0
MIR4306	2	3	4	1	4	1
CLYBL-AS2	0	1	0	0	1	0
CLYBL-AS1	0	0	0	0	0	0
PCCA	101	208	85	256	82	279
PCCA-AS1	20	10	7	37	5	62
GGACT	0	0	0	0	0	0
TMTC4	3	1	1	3	1	4
FGF14	0	0	0	0	0	0
FGF14-AS1	1	1	1	0	1	0
TPP2	1254	912	1492	741	1542	678
METTL21C	16	6	6	19	5	30
CCDC168	1	15	4	5	4	3
TEX30	9	1	5	3	4	4
KDELC1	0	0	0	0	0	1
BIVM	12	2	2	14	1	30
ERCC5	23	3	5	20	4	41
METTL21EP	0	0	0	0	0	0
EFNB2	5	18	9	8	10	6
ARGLU1	2041	2234	1542	3127	1461	3607
LINC00551	0	0	0	0	0	0
LIG4	101	57	84	71	81	78
ABHD13	2	0	0	2	0	3
TNFSF13B	174	56	145	69	140	76
MYO16	0	0	0	0	0	0
LINC00399	0	0	0	0	0	0
LINC00676	71	57	47	92	44	113
IRS2	253	197	116	504	99	750
COL4A1	1	2	1	1	1	1
COL4A2	0	0	0	1	0	2
RAB20	1	0	0	3	0	9
CARKD	14	11	2	97	1	236
CARS2	15	31	14	33	14	34
ING1	1	1	0	4	0	7
LINC00346	0	0	0	0	0	1
ANKRD10	1630	3492	1526	3780	1507	3909
ARHGEF7-AS2	0	0	0	0	0	1
ARHGEF7	1126	991	651	1912	587	2528
LOC101060553	3	0	0	2	0	6
TEX29	0	0	0	2	0	4
LINC00354	1	1	2	1	2	0
LINC01044	0	0	0	0	0	0
TUBGCP3	442	883	450	864	451	856
ATP11A	222	207	144	346	133	430
ATP11A-AS1	2	20	1	25	1	27
MCF2L-AS1	1	1	1	0	1	0
MCF2L	1	18	2	9	2	6
PCID2	680	423	546	550	524	615
CUL4A	424	562	410	585	407	595
MIR8075	0	0	0	0	0	1
LAMP1	64	46	65	45	65	45
GRTP1	3	0	2	0	2	0
LOC101928841	151	160	114	224	108	259
ADPRHL1	7	6	9	5	9	4
DCUN1D2	184	630	414	238	483	157
TMCO3	46	46	45	48	44	48
TFDP1	45	9	28	17	25	21
ATP4B	0	2	0	0	0	0
LINC00552	0	0	0	1	0	2
TMEM255B	1	1	0	2	0	2
GAS6-AS1	0	0	0	0	0	0
GAS6	0	2	0	1	0	1
GAS6-AS2	0	4	1	1	1	0
RASA3	17	41	7	102	6	150
CDC16	638	464	516	599	495	668
MIR4502	0	0	0	1	0	2
UPF3A	290	139	271	151	268	156
CHAMP1	244	287	241	292	240	294
POTEM	1	1	2	1	2	0
OR4K1	1	1	1	0	1	0
TTC5	3019	93	308	1444	199	4621
CCNB1IP1	143	97	189	69	200	60
SNORD126	0	0	0	0	0	0
RPPH1	1671	887	1651	900	1647	906
PARP2	49	33	40	42	38	47
TEP1	157	255	107	405	99	492
KLHL33	46	9	11	50	8	102
OSGEP	398	644	345	765	336	823
APEX1	359	205	734	86	841	60
TMEM55B	305	769	285	834	281	864
PNP	372	230	438	189	452	173
RNASE10	0	0	0	0	0	0
RNASE9	1	2	3	1	3	0
ANG	0	0	0	2	0	4
RNASE4	0	1	0	9	0	20
RNASE6	51	52	82	29	89	23
RNASE1	0	1	0	0	0	0
RNASE3	0	0	0	0	1	0
ECRP	0	0	0	0	0	0
RNASE2	0	0	0	0	0	0
METTL17	13	37	20	21	22	17
LOC101929718	0	1	0	1	0	1
NDRG2	169	78	97	152	87	202
MIR6717	0	0	0	0	0	1
TPPP2	0	0	0	0	0	1
ARHGEF40	15	37	7	88	6	127
ZNF219	0	2	0	7	0	11
TMEM253	1	1	0	2	0	2
LINC00641	501	2243	999	982	1139	691
HNRNPC	5687	3448	5382	3683	5326	3788
RPGRIP1	41	17	7	135	5	321
SUPT16H	3513	1397	3001	1688	2913	1829
CHD8	2782	1671	2769	1680	2767	1684
SNORD9	0	0	0	0	0	0
SNORD8	1	0	0	1	0	2
RAB2B	1195	1086	1540	801	1616	704
TOX4	1035	947	1508	603	1620	498
METTL3	128	149	177	101	188	86
SALL2	1	0	0	4	0	12
DAD1	193	70	334	36	370	27
ABHD4	442	264	830	123	935	89
OXA1L	246	89	198	115	190	129
SLC7A7	17	17	7	44	6	65
MRPL52	22	23	52	8	61	5
MMP14	0	0	0	0	0	0
LRP10	181	994	358	440	407	311
REM2	28	26	7	122	5	233
RBM23	1463	1551	1191	1984	1146	2203
PRMT5-AS1	1	0	0	0	0	1
PRMT5	25	6	18	9	17	11
LOC101926933	0	1	0	0	0	0
HAUS4	166	55	76	141	65	210
AJUBA	1	1	0	3	0	5
C14orf93	4	5	3	8	3	9
PSMB5	148	186	377	60	450	37
CDH24	0	0	0	1	0	1
ACIN1	1581	2185	1915	1736	1986	1575
C14orf119	42	31	98	11	115	7
CEBPE	0	2	0	3	0	4
SLC7A8	0	0	0	1	0	1
RNF212B	2	3	3	3	3	3
HOMEZ	0	0	0	0	0	1
PPP1R3E	197	884	492	296	585	186
BCL2L2	24	14	6	66	5	126
PABPN1	1	0	0	2	0	4
SLC22A17	0	10	0	9	0	8
MYH6	1	1	2	1	2	0
NGDN	73	124	165	47	192	31
THTPA	438	490	358	625	344	694
ZFHX2	0	0	0	0	0	1
AP1G2	1792	4899	1449	6317	1392	7039
LOC102724814	133	1051	182	725	193	619
JPH4	0	1	0	1	0	1
DHRS2	1	1	1	0	1	0
DHRS4-AS1	77	140	134	71	150	53
DHRS4	9	23	10	22	10	21
DHRS4L2	53	74	47	85	46	91
DHRS4L1	15	20	34	7	39	4
LRRC16B	4	1	2	3	2	4
NRL	2	0	0	1	0	4
PCK2	189	312	292	185	317	148
DCAF11	1971	1429	1507	1972	1432	2260
FITM1	5	1	5	2	5	2
PSME1	683	405	1084	233	1184	184
EMC9	2	5	0	20	0	35
PSME2	1078	811	1399	593	1470	519
RNF31	921	1566	718	2110	685	2395
IRF9	754	3396	1075	2220	1151	1853
REC8	48	120	51	111	52	107
IPO4	284	154	395	104	421	87
TM9SF1	26	16	27	15	27	15
TSSK4	55	1138	194	253	247	133
CHMP4A	1571	1192	1596	1169	1600	1160
MDP1	0	5	0	2	0	2
NEDD8	1091	711	1333	559	1385	505
GMPR2	1278	1067	1058	1339	1021	1474
TINF2	176	172	123	264	115	318
TGM1	20	12	4	74	3	155
RABGGTA	5	3	3	5	3	6
DHRS1	12	12	18	7	20	5
NOP9	70	37	25	128	20	216
LTB4R2	0	0	0	1	0	1
LTB4R	784	1808	684	2130	667	2283
ADCY4	4	9	3	11	3	11
RIPK3	89	310	109	246	113	223
NFATC4	53	107	14	484	11	918
NYNRIN	17	3	5	13	4	23
CBLN3	15	1	8	3	7	5
KHNYN	971	1618	683	2467	638	2952
SDR39U1	9	29	11	25	11	24
LOC101927045	15	6	8	13	7	17
CTSG	0	0	0	0	0	0
GZMH	0	0	0	0	0	0
GZMB	18	44	52	12	64	7
NOVA1	10	8	6	14	5	17
LINC01551	0	2	0	1	0	1
G2E3	372	447	365	457	363	462
SCFD1	561	434	656	360	676	332
COCH	198	35	120	65	109	84
LOC100506071	3	2	1	6	1	8
STRN3	611	1325	1285	543	1480	371
AP4S1	129	252	195	154	211	125
HECTD1	2514	2805	2160	3365	2098	3636
HEATR5A	866	945	901	901	908	883
LOC101927124	1	14	9	1	12	0
DTD2	6	4	8	2	9	2
NUBPL	21	23	18	27	18	29
ARHGAP5-AS1	2	0	1	1	0	2
ARHGAP5	1048	462	685	769	632	955
AKAP6	1	0	0	1	0	1
NPAS3	1	2	2	2	2	1
EGLN3	0	0	0	0	0	1
SPTSSA	196	189	180	209	178	218
EAPP	437	344	393	391	385	413
SNX6	1861	913	1629	1071	1588	1146
CFL2	9	12	24	3	29	2
BAZ1A	3829	1985	3338	2340	3252	2510
IGBP1P1	3	7	10	1	13	0
SRP54	133	112	162	88	168	80
FAM177A1	121	249	127	237	128	232
LOC101927178	0	0	0	0	0	0
PPP2R3C	118	74	140	60	145	55
KIAA0391	552	680	632	578	649	539
PSMA6	320	209	540	111	597	85
NFKBIA	6785	5031	2719	15059	2284	23999
INSM2	2	2	1	3	1	4
RALGAPA1	0	3	0	5	0	6
RALGAPA1P	0	0	0	1	0	2
BRMS1L	9	5	6	8	5	10
LINC00609	1	1	1	0	1	0
PTCSC3	2	12	6	4	7	2
MBIP	83	19	38	49	33	73
NKX2-1	1	1	1	0	1	0
SLC25A21	2	0	1	0	1	0
MIPOL1	0	0	0	0	0	0
FOXA1	1	2	2	1	3	0
TTC6	1	1	1	0	1	0
SSTR1	0	3	0	0	0	0
CLEC14A	1	0	0	0	0	0
LINC00639	1	1	1	0	1	0
SEC23A	273	191	82	799	66	1465
GEMIN2	18	11	15	14	15	16
TRAPPC6B	35	29	30	35	29	38
PNN	5925	6064	11036	2876	12425	2095
MIA2	0	0	0	0	0	1
CTAGE5	472	116	143	484	114	888
LOC100288846	2	0	0	1	0	3
FBXO33	213	177	137	302	125	379
C14orf28	6	0	0	3	0	10
LOC101927418	0	1	0	1	0	1
KLHL28	1683	560	1319	750	1259	849
FAM179B	1152	1728	1009	2026	984	2167
PRPF39	502	836	432	1001	420	1081
SNORD127	1	1	1	1	1	2
FKBP3	715	269	626	316	611	338
FANCM	629	439	554	511	541	545
MIS18BP1	2685	1681	2235	2095	2158	2301
LINC00648	1	1	1	0	1	0
RPS29	1171	920	1653	609	1765	511
LRR1	43	9	50	7	52	7
RPL36AL	470	112	451	117	448	120
MGAT2	10	7	1	57	0	136
DNAAF2	0	0	0	1	0	3
POLE2	24	9	54	3	62	2
KLHDC1	1	1	0	4	0	7
KLHDC2	60	43	44	63	41	74
NEMF	2737	2628	3513	1948	3685	1715
ARF6	2440	1680	1770	2468	1665	2906
LINC01588	6	3	4	4	4	5
LINC01599	0	1	0	1	0	0
VCPKMT	20	41	22	38	22	36
SOS2	335	281	237	426	222	508
L2HGDH	287	1144	473	629	520	488
ATP5S	70	91	115	50	126	39
CDKL1	44	63	127	17	156	10
MAP4K5	707	569	585	713	565	785
ATL1	2	0	0	1	0	3
SAV1	919	125	283	514	226	937
NIN	2349	1613	1800	2219	1711	2541
ABHD12B	0	5	0	1	0	1
PYGL	9	124	4	312	3	462
TRIM9	0	0	0	0	0	0
TMX1	258	143	284	127	290	121
LINC00640	2	2	4	1	4	0
FRMD6	35	31	108	7	134	4
FRMD6-AS1	0	1	0	1	0	1
GNG2	832	454	821	461	819	464
LOC102723604	0	0	0	0	0	0
C14orf166	174	102	171	104	170	106
NID2	1	2	1	2	2	1
PTGDR	23	249	75	61	93	33
PTGER2	3	0	1	1	1	2
TXNDC16	29	13	21	18	20	21
GPR137C	0	0	0	0	0	0
ERO1A	2638	1185	2412	1319	2372	1380
PSMC6	257	197	275	182	278	175
STYX	382	142	355	156	350	162
GNPNAT1	216	179	229	166	232	161
FERMT2	0	25	0	17	0	15
DDHD1	1204	2534	1894	1472	2065	1168
LOC101927620	0	0	0	1	0	2
BMP4	25	69	29	56	30	51
CDKN3	60	0	19	2	15	4
CNIH1	32	31	49	18	53	15
GMFB	303	84	216	126	203	150
CGRRF1	166	47	48	207	38	388
SAMD4A	33	58	16	132	14	186
GCH1	41	15	13	57	11	99
WDHD1	27	7	35	5	37	4
SOCS4	1591	1113	1543	1155	1534	1173
MAPK1IP1L	1796	1797	2042	1541	2092	1444
LGALS3	0	6	2	1	2	0
DLGAP5	18	0	8	0	6	1
FBXO34	17	18	25	11	27	9
ATG14	623	1695	1525	579	1809	367
KTN1-AS1	1	0	0	0	0	1
KTN1	2193	1658	2665	1313	2766	1188
RPL13AP3	0	0	0	0	0	0
PELI2	358	512	519	328	558	271
TMEM260	70	35	27	107	22	173
EXOC5	779	620	581	880	550	1022
AP5M1	109	121	162	76	174	62
NAA30	16	16	19	14	20	13
C14orf105	0	3	0	0	1	0
SLC35F4	0	0	0	0	0	0
C14orf37	8	19	9	17	9	16
ACTR10	1826	710	1578	846	1534	911
PSMA3	576	481	911	277	994	219
PSMA3-AS1	3358	2506	3944	2066	4067	1903
ARID4A	2490	2760	2867	2331	2945	2170
TOMM20L	1	0	0	0	0	1
TIMM9	9	13	14	8	16	6
KIAA0586	235	170	168	253	158	300
DACT1	0	0	0	0	0	0
LINC01500	0	0	0	0	0	0
DAAM1	192	158	205	146	208	142
GPR135	1	7	3	2	4	1
L3HYPDH	2	4	2	4	2	4
JKAMP	371	136	145	417	122	672
RTN1	19	10	11	19	10	25
LRRC9	0	0	0	0	0	0
PCNXL4	483	427	394	546	379	606
DHRS7	155	261	245	151	267	119
PPM1A	1243	711	959	970	913	1106
SIX4	5	15	12	5	14	3
MNAT1	278	73	213	101	203	115
TRMT5	12	6	7	12	6	17
SLC38A6	26	15	14	32	12	44
TMEM30B	0	10	1	6	1	5
PRKCH	515	4099	427	5137	412	5654
LOC101927780	0	0	0	0	0	1
FLJ22447	0	1	0	3	0	4
HIF1A-AS1	0	0	0	0	0	1
HIF1A	2860	2300	2062	3406	1937	4025
HIF1A-AS2	0	0	0	0	0	0
SNAPC1	3	3	1	7	1	9
LINC00643	0	0	0	0	0	0
RHOJ	1	1	1	0	1	0
PPP2R5E	1060	781	741	1199	693	1439
WDR89	99	109	145	69	155	56
SGPP1	2	0	0	5	0	11
SYNE2	656	912	688	861	695	840
MIR548AZ	0	1	0	0	0	0
MIR548H1	0	0	0	0	0	0
ESR2	0	1	1	1	1	1
TEX21P	2	0	1	0	1	0
MTHFD1	193	144	291	88	315	71
ZBTB25	89	107	83	116	82	121
AKAP5	0	2	1	1	1	1
ZBTB1	432	248	221	555	194	781
LOC102723809	16	36	34	15	39	10
HSPA2	4	0	0	3	0	9
PPP1R36	1	0	0	0	0	1
PLEKHG3	0	0	0	0	0	0
SPTB	51	73	124	25	147	16
CHURC1	836	407	790	436	782	449
GPX2	2	7	1	10	1	11
RAB15	6	8	5	11	4	13
FNTB	1	4	1	3	1	2
MAX	109	162	209	74	236	53
LOC100506321	4	37	8	17	10	12
LOC100128233	0	0	0	1	0	2
FUT8	444	468	434	481	432	487
FUT8-AS1	0	0	0	2	0	4
GPHN	29	89	59	38	67	26
FAM71D	5	1	2	2	2	3
MPP5	132	81	123	87	122	90
ATP6V1D	359	371	619	193	686	146
EIF2S1	136	128	305	48	356	31
PLEK2	4	1	4	1	5	1
TMEM229B	0	2	0	0	0	0
PLEKHH1	1	23	2	17	2	15
PIGH	16	17	14	20	13	21
ARG2	20	11	23	10	23	9
VTI1B	32	19	46	12	49	10
RDH11	693	992	649	1074	640	1111
RDH12	1	2	0	5	0	7
ZFYVE26	506	658	491	683	488	694
RAD51B	136	269	156	229	160	214
ZFP36L1	2191	1286	2099	1354	2082	1384
ACTN1	171	966	218	724	228	641
DCAF5	1325	1691	1785	1184	1889	1017
EXD2	500	423	101	2853	74	6416
GALNT16	1	1	2	1	2	0
ERH	192	35	89	89	77	132
SLC39A9	2370	1739	2113	1996	2067	2116
PLEKHD1	1	1	0	2	0	3
CCDC177	1	1	1	0	1	0
SUSD6	487	431	246	975	216	1380
LOC100289511	3	2	0	9	0	16
SRSF5	4027	1787	3019	2524	2858	2923
SLC10A1	7	5	7	4	8	4
SLC8A3	0	0	0	0	0	0
COX16	6	2	5	3	5	3
SYNJ2BP	23	33	41	16	46	12
ADAM21	15	14	12	18	12	20
ADAM20P1	0	14	1	7	1	5
ADAM20	0	0	0	1	0	1
MED6	15	8	20	5	21	5
LOC101928075	0	1	0	0	0	0
TTC9	12	254	18	164	19	136
LINC01269	13	11	8	19	7	25
MAP3K9	40	24	10	128	7	257
PCNX	928	1297	897	1351	891	1374
SNORD56B	1	2	1	2	1	2
LOC145474	0	44	5	4	7	1
SIPA1L1	1108	2575	1765	1473	1929	1162
RGS6	63	3	20	13	16	24
MIR7843	0	0	0	0	0	1
DPF3	114	6	75	11	69	14
DCAF4	23	54	42	26	47	19
ZFYVE1	11	26	18	14	20	11
RBM25	6343	10084	8826	6786	9400	5734
PSEN1	860	1057	633	1525	597	1782
PAPLN	0	3	0	4	0	5
NUMB	1150	961	1344	797	1385	736
HEATR4	0	0	0	0	0	0
C14orf169	93	60	39	168	33	260
ACOT1	4	0	0	2	0	6
ACOT2	3	2	1	6	1	9
ACOT4	3	0	1	0	1	0
ACOT6	0	0	0	1	0	2
DNAL1	185	132	165	152	161	161
PNMA1	2	3	1	8	1	11
ELMSAN1	2633	2673	3512	1892	3710	1633
MIR4505	0	0	0	0	0	0
LOC100506476	2	0	0	3	0	5
PTGR2	63	18	41	30	38	37
ZNF410	1205	1576	1273	1476	1286	1436
FAM161B	2	6	4	3	5	2
COQ6	18	27	30	15	33	11
ENTPD5	51	9	44	12	43	13
CCDC176	2290	172	1087	420	943	615
ALDH6A1	23	11	18	15	17	18
LIN52	2000	799	1599	1046	1532	1172
ABCD4	305	853	288	916	284	944
SYNDIG1L	0	0	0	0	0	0
NPC2	184	61	135	89	128	104
ISCA2	115	183	110	193	109	198
LTBP2	5	0	1	2	1	3
AREL1	988	1214	1492	741	1614	600
FCF1	31	4	21	7	20	8
YLPM1	1269	1211	1488	1001	1534	923
PROX2	42	119	36	141	35	152
DLST	238	189	242	185	242	184
RPS6KL1	1	0	0	0	0	1
PGF	6	2	5	3	4	4
EIF2B2	3	1	0	7	0	13
MLH3	675	808	618	899	607	941
ACYP1	15	4	24	2	26	1
ZC2HC1C	0	23	3	6	3	3
NEK9	461	371	637	252	678	213
TMED10	1477	574	1568	534	1586	518
FOS	11302	624	1209	9107	790	28441
LINC01220	1	0	0	0	0	0
JDP2	19	251	18	260	18	264
BATF	6	2	1	13	1	24
FLVCR2	19	179	84	31	111	14
C14orf1	67	41	101	25	109	20
TTLL5	410	275	456	242	465	229
TGFB3	117	398	112	419	111	429
IFT43	100	16	27	77	21	148
GPATCH2L	705	966	671	1026	665	1052
VASH1	9	23	2	92	2	165
LOC100506603	13	6	13	6	12	6
ANGEL1	697	1109	484	1716	452	2067
LRRC74A	0	0	0	0	0	0
IRF2BPL	2	2	1	3	1	3
LOC283575	1	1	0	2	0	3
LOC102724190	0	1	0	3	0	5
CIPC	30	3	16	8	14	11
ZDHHC22	0	2	0	1	0	0
TMEM63C	89	13	7	254	4	868
NGB	0	1	0	8	0	16
POMT2	79	84	63	111	60	124
GSTZ1	29	156	36	117	38	104
TMED8	0	0	0	0	0	1
SAMD15	12	0	7	1	6	2
NOXRED1	0	0	0	1	0	1
VIPAS39	71	71	102	46	110	38
AHSA1	21	25	47	9	55	6
ISM2	2	0	2	0	2	0
SPTLC2	1673	1497	1618	1557	1608	1584
ALKBH1	1	7	2	6	2	5
SLIRP	103	69	132	51	139	45
SNW1	2229	1998	2306	1919	2321	1886
C14orf178	1	0	0	1	0	3
ADCK1	67	30	15	169	11	352
NRXN3	8	1	3	4	3	7
DIO2-AS1	0	0	0	0	0	0
CEP128	1284	667	1164	750	1142	789
TSHR	0	0	0	1	0	1
GTF2A1	625	118	472	166	447	192
SNORA79	0	0	0	0	0	0
STON2	0	1	1	0	1	0
SEL1L	1537	1653	2002	1203	2106	1051
LOC101928767	1	3	5	0	7	0
GALC	33	8	6	52	5	113
GPR65	474	277	447	297	442	306
LOC101928791	0	0	0	0	0	0
LINC01146	7	2	4	6	3	8
KCNK10	0	6	0	0	0	0
SPATA7	1	1	0	1	0	1
PTPN21	0	2	1	0	1	0
ZC3H14	741	652	760	632	764	623
EML5	19	28	8	75	7	113
TTC8	0	0	0	0	0	0
FOXN3	2254	3111	2016	3557	1973	3765
FOXN3-AS1	1	0	0	1	0	4
FOXN3-AS2	0	3	0	0	0	0
EFCAB11	30	4	29	4	29	4
TDP1	18	34	49	10	59	5
KCNK13	0	2	0	0	0	0
PSMC1	1215	506	1191	519	1187	524
NRDE2	86	65	76	77	74	82
CALM1	12432	7796	9220	11156	8710	12992
LINC00642	5	1	1	10	0	22
TTC7B	121	109	48	328	40	523
LOC101928909	2	0	1	0	1	1
RPS6KA5	99	224	59	415	54	538
C14orf159	861	1703	777	1927	762	2030
SNORA11B	0	5	2	0	2	0
GPR68	13	79	7	149	6	195
CCDC88C	241	456	137	896	123	1193
PPP4R3A	1455	1269	966	2074	893	2556
CATSPERB	6	5	4	8	4	9
TC2N	1	16	3	6	4	4
FBLN5	14	43	32	15	38	10
TRIP11	1035	878	672	1473	619	1836
ATXN3	626	588	744	478	769	437
NDUFB1	33	38	33	39	33	39
CPSF2	310	106	247	140	237	157
SLC24A4	4	21	10	7	12	4
RIN3	220	1828	171	2462	163	2794
LGMN	133	873	364	262	441	157
GOLGA5	476	416	453	442	449	453
CHGA	0	1	0	0	0	0
ITPK1	58	31	25	86	21	133
ITPK1-AS1	5	40	2	70	2	88
MOAP1	41	19	9	114	7	240
TMEM251	12	22	10	25	10	27
C14orf142	29	0	5	4	3	11
UBR7	3034	337	998	1281	808	2257
BTBD7	458	495	402	578	392	617
UNC79	0	1	0	0	0	0
COX8C	1	0	0	0	0	0
ASB2	0	0	0	0	0	0
LINC00521	1	1	0	3	0	4
OTUB2	20	3	4	20	3	43
DDX24	1739	1902	1899	1712	1931	1637
IFI27L1	24	3	15	5	14	7
IFI27	876	706	1426	393	1565	307
IFI27L2	12	22	27	8	32	5
SERPINA1	30	50	31	47	32	46
SERPINA11	0	2	0	0	0	0
GSC	2	2	3	1	4	0
DICER1	855	1049	838	1074	835	1085
MIR3173	0	0	0	0	0	0
DICER1-AS1	2	0	0	2	0	6
CLMN	684	480	390	942	350	1254
LINC00341	630	913	1031	505	1132	393
SYNE3	429	457	372	542	362	583
SNHG10	91	3	46	9	40	13
GLRX5	61	21	51	26	49	29
TCL6	64	109	45	165	42	197
TCL1B	0	0	0	1	0	3
TCL1A	6262	2814	5057	3636	4855	4055
TUNAR	1	0	1	1	0	1
C14orf132	50	162	25	362	22	510
BDKRB2	0	1	0	11	0	26
ATG2B	861	2215	1948	832	2276	548
GSKIP	24	19	41	9	45	7
AK7	4	0	5	0	6	0
LOC730202	2	0	0	1	0	2
PAPOLA	2440	1443	3215	1036	3389	900
VRK1	192	110	431	41	503	27
LINC00618	0	10	1	1	1	0
LOC101929241	4	34	7	20	7	16
LINC01550	0	0	0	0	0	0
BCL11B	7	97	9	73	9	65
SETD3	1713	1349	1121	2242	1034	2783
CCNK	420	172	703	92	775	71
CCDC85C	143	10	12	184	8	619
HHIPL1	0	1	0	2	0	2
CYP46A1	1	0	0	0	0	1
EML1	0	0	0	1	0	2
EVL	3334	2842	3146	3046	3112	3138
MIR151B	0	3	0	0	1	0
MIR342	0	11	5	1	7	0
YY1	364	197	270	282	255	329
MIR6764	0	1	0	1	0	1
SLC25A29	45	27	9	167	7	361
MIR345	0	0	0	1	0	2
WARS	953	834	1331	558	1419	471
WDR25	2	1	1	2	1	2
BEGAIN	0	0	0	0	0	0
DLK1	0	0	0	1	0	2
MEG3	4	5	5	3	6	3
RTL1	1	2	2	1	3	0
MEG8	1	1	1	0	1	0
SNORD114-20	1	1	1	0	1	0
MIR299	1	1	1	0	1	0
MEG9	4	2	2	4	2	5
DIO3OS	0	1	0	6	0	13
MIR1247	0	1	0	3	0	6
DIO3	1	3	0	27	0	61
LINC00239	0	0	0	1	0	2
PPP2R5C	782	572	940	458	974	417
DYNC1H1	2207	3393	2648	2728	2741	2486
HSP90AA1	14838	6252	13348	7097	13082	7490
WDR20	507	918	707	617	753	521
MOK	3	0	4	0	4	0
ZNF839	82	321	49	594	44	772
CINP	124	344	105	418	102	453
TECPR2	4	2	1	8	1	13
ANKRD9	1	10	3	5	3	3
RCOR1	1986	1513	2938	946	3165	775
TRAF3	45	41	48	38	49	37
AMN	1	0	0	2	0	5
CDC42BPB	145	867	95	1445	87	1795
TNFAIP2	113	2495	181	1426	198	1124
EIF5	5960	7133	4799	9249	4605	10329
SNORA28	4	0	1	2	1	4
MARK3	764	976	749	1000	746	1011
CKB	2	1	0	5	0	8
TRMT61A	62	1	7	22	5	62
BAG5	310	165	159	367	140	515
APOPT1	12	17	17	11	18	9
KLC1	336	547	132	1667	111	2675
XRCC3	25	188	35	127	37	107
